0,1,2,3
0.48767497911552915,0.5133420832795044,0.5133420832795044,0.48767497911552915
0.48767497911552915,0.5403600876626362,0.5403600876626362,0.5133420832795044
0.5133420832795015,0.5688000922764593,0.5688000922764593,0.5403600876626362
0.540355965042336,0.5987369392383783,0.5987202248850652,0.5688000751085927
0.5682446234044816,0.630249409724609,0.6296320392639663,0.5985907631838412
0.5985256075379712,0.6634204312890621,0.6461042560173036,0.6203242391422601
0.47268701944211683,0.698309583223709,0.0,0.47847978878918707
0.0,0.5158575335623553,-0.0078125,0.0
0.5133420832795044,0.48767497911552915,0.5403600876626362,0.48767497911552915
0.5133420832795044,0.5133420832795044,0.5688000922764593,0.5133420832795044
0.5403600876626362,0.5403600876626362,0.5987369392383783,0.5403600876626362
0.5688000922764593,-1.0,0.630249409724609,0.5688000922764593
0.5987369392383783,0.6634204312890621,0.6634204312890621,0.5987369392383783
0.630249409724609,0.6983372960937497,0.6983372960937497,0.630249409724609
0.6608289452275911,0.7350918906249997,0.7347640800618981,0.6615667184738889
-0.5,0.7737702988094635,0.0,0.15072785358585722
0.4724351303348815,-1.9913648889155653e-59,0.5053211132282529,0.5133420832795044
0.3360322357347362,0.480152628854591,0.5403600876626362,0.538249306070204
0.5132247614727666,0.5133418035220247,-1.0,0.5688000922764593
0.0,0.0,0.0,0.0
-1.0,0.630249409724609,0.6983372960937497,0.630249409724609
0.6634204312890621,-1.0,0.7350918906249997,0.6634204312890621
0.6983372960937497,0.7737809374999998,0.7737809374999998,0.6983372960937497
0.7350918906249979,0.8145062499999998,0.7737654210561855,0.684181327691448
-1.9446922743316068e-62,-1.8909140209225187e-124,-0.0625,-2.55022732112838e-113
-6.653127431930809e-117,0.0,0.5126843053971223,0.0
0.288119722814749,0.41828166058747096,0.3636632927115813,0.540360087662634
0.5133420441943344,-0.9999999999999991,0.3473580656705155,-0.9999999999999432
0.4876744410032535,0.0,-0.999999999998181,0.6634204312890621
0.0,0.0,0.0,0.0
-1.0,0.8145062499999998,0.8145062499999998,0.7350918906249997
0.7737809374999928,0.8573749999999998,0.8144539714631798,0.7737668533178252
-2.0194839173657902e-28,0.0,0.0,-3.3023285516882883e-118
0.0,-1.0,0.0,0.0
0.0,-1.0,-1.0,0.4808107558444282
0.0,0.0,0.0,0.0
-0.9921875,0.0,0.0,0.0
0.0,0.0,0.8145062499999998,-0.99951171875
0.7737809374999998,-1.0,0.8573749999999998,0.7737809374999998
0.8145062499999998,0.9024999999999999,0.8573749999999998,0.8145062499999998
-5.739718509874451e-42,-3.9291079096268813e-25,-1.0,-1.7105694144590052e-49
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.99609375,0.0,0.0,-0.875
0.0,-0.5,0.0,0.0
0.0,0.0,-0.875,0.3868904687499998
0.0,0.0,0.0,0.0
-1.0,0.95,0.9024999999999999,0.8573749999999998
-0.5,-1.5249583242308182e-15,-1.0,-0.5
0.0,0.0,0.0,0.0
-0.984375,0.0,0.0,-0.99609375
0.0,-0.96875,-0.5,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-1.0,1.0,0.95,0.9024999999999999
-1.5820912963528755e-13,-8.971681599828373e-14,-5.329642677404789e-13,-5.551115171953925e-17
-2.0095729340025464e-14,-0.03906353343382997,-0.0009765625,-1.0
-3.6275595496243466e-06,0.0,-0.9999980926513672,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.0,0.0
